,exam_score
77914,97
16052,70
48629,90
72342,100
67084,100
66268,100
60689,94
57496,71
20192,58
20890,95
9341,86
79663,98
2066,83
76451,99
47450,95
8994,77
55055,94
71782,99
63813,78
50177,100
46108,96
5505,99
65001,100
39839,67
23793,72
71552,96
51933,72
22113,99
63556,87
53781,100
13538,95
58379,96
28992,100
56764,86
14800,97
46405,100
9245,81
22165,100
59841,85
50286,100
48794,75
1578,97
43267,91
39431,95
3719,95
49054,76
39648,99
2887,94
7142,100
78303,89
64739,98
57147,100
76405,100
60873,97
3267,92
44687,85
29627,85
64235,100
32995,77
46560,82
74786,68
11290,76
95,84
58583,89
69967,100
16316,97
47068,66
77401,100
49582,94
41455,100
32365,100
50604,64
76356,100
41098,92
13889,98
53174,89
51817,71
52739,73
61390,75
38131,77
16638,85
48011,74
20001,78
54956,69
71875,91
66294,96
39021,93
46140,94
5269,87
26683,63
20169,64
7336,100
31442,98
31502,77
10112,100
63087,73
58887,100
33669,96
8534,98
62148,77
64382,100
25369,75
34322,100
57295,72
35876,97
70341,67
53226,79
6159,98
8886,100
53508,89
28512,93
22440,87
47413,100
42303,92
6374,97
12488,96
11084,100
74182,100
29726,96
69719,88
27312,84
75446,100
33824,94
73091,99
56994,100
78983,91
79874,94
63232,71
36511,100
34885,98
77634,94
13985,100
17785,86
19703,87
57521,96
19567,97
26314,91
72747,96
72731,100
65566,93
12474,93
32775,82
15834,73
36180,90
35806,76
49410,89
77305,85
46857,91
26248,66
53764,100
20323,98
11487,86
77006,66
57341,66
74139,86
12386,99
75979,93
49347,66
28922,97
24250,76
53663,100
19687,77
59775,87
23834,75
39872,70
56767,100
42025,81
24043,52
4441,67
48223,66
44811,93
73663,87
69985,100
3046,79
69909,98
33578,97
58500,96
2758,78
20163,80
49173,100
15657,100
56322,87
13828,59
49359,64
15612,76
61611,87
59667,90
24324,71
73367,81
27795,100
11329,81
60121,82
48959,100
59013,100
60899,100
77854,93
55653,87
23121,100
49100,100
39654,62
11245,100
27563,76
58773,100
41496,81
8811,60
62263,99
76419,100
66019,100
45605,100
73470,74
62204,83
34107,57
71834,100
48867,94
79365,76
45713,88
69070,100
52558,64
77396,88
16925,89
24792,55
53920,94
40482,98
64617,95
78960,62
5617,100
33881,92
2956,73
41970,90
34346,76
26484,80
77014,77
50011,64
39604,95
26968,100
16796,100
67829,92
8122,93
5803,100
22580,87
5085,86
46422,100
23669,71
58648,97
22457,78
56665,99
55555,97
28531,99
55082,67
38337,97
16779,81
27062,60
718,99
26512,100
52216,73
42086,71
23923,75
47767,97
47878,73
52076,72
54726,96
5631,45
72499,92
45764,84
59366,88
30286,100
29511,84
25952,98
64685,100
71404,93
46981,88
17941,88
2845,69
58513,99
11531,88
11291,80
72192,84
51080,100
54407,66
63357,100
30468,71
49868,75
25607,56
42758,97
14647,100
35074,84
38904,95
38724,73
65928,66
22208,99
57333,53
19067,74
65795,89
53391,95
72487,100
36698,91
65133,50
12017,92
17977,67
38823,96
7841,100
22583,73
52259,91
62906,85
34820,73
23658,100
41965,100
14715,97
73530,98
56615,72
33797,98
32228,96
68052,68
5822,100
1201,94
41452,100
43904,69
5752,97
35389,100
55729,73
14421,96
79137,68
71045,94
45721,93
49668,60
6490,100
17900,83
40846,94
57673,96
78695,100
69644,100
44790,94
20277,93
59591,100
4893,92
32225,96
77909,100
8343,92
59634,94
74823,96
59066,100
10119,57
39685,84
12046,98
49034,97
8242,100
38730,67
22212,77
30280,100
66677,73
67345,100
64836,92
46568,77
62743,57
45766,100
3834,100
58979,99
66671,91
67771,88
24908,100
35404,78
9070,97
52964,75
63585,100
945,90
14058,96
15945,100
49082,69
70915,83
24180,57
10162,95
62387,88
10515,63
36558,100
44776,81
62691,85
36682,100
78081,96
23224,78
60807,100
7071,72
49167,77
58359,97
25443,88
35547,95
10383,97
54299,100
63059,64
50971,79
32189,100
53777,98
74349,100
69988,88
3968,88
34629,98
14550,89
54865,76
48623,100
45154,98
66806,100
36636,100
48135,91
52218,94
63729,86
60863,100
15672,100
20534,100
44934,84
2658,95
72318,100
30571,100
13599,94
23367,100
56428,82
68080,97
46552,86
11818,75
45115,100
14428,86
75722,97
46938,89
57997,72
14513,61
50562,95
31987,100
54768,86
52199,75
17718,100
5287,93
1825,63
22557,88
54212,100
75723,74
36112,97
23244,98
72000,98
37902,96
4715,96
748,87
57221,79
4329,91
27578,100
8668,100
28308,76
73751,100
38765,96
68610,85
13428,57
30328,99
66695,100
75887,100
67347,98
67920,87
11570,100
44768,98
27323,74
18628,96
43142,70
54694,100
77992,100
4944,92
20764,91
38349,82
40013,98
69287,67
12626,81
73008,91
39691,99
51470,71
30430,67
23311,85
27792,100
3160,85
55131,100
22854,95
29241,97
18759,64
67282,68
4743,83
61579,69
24571,84
10856,97
55010,94
46501,74
37727,100
69764,84
67032,95
16545,100
36152,95
10079,100
25213,77
14956,80
73136,94
8511,79
77438,76
61949,100
22731,96
45185,99
26630,98
77352,74
12120,94
69214,100
68346,71
72426,100
7683,100
11194,97
25373,78
4916,98
78658,97
16010,73
36400,98
79245,96
25265,100
61412,97
54808,65
49723,87
45342,100
30048,70
29575,85
31677,93
74920,74
67255,91
27530,87
26858,72
56472,61
56279,100
55013,81
21042,67
6103,93
40286,82
64556,100
31053,95
60486,90
10315,99
27199,90
6641,96
6255,73
66040,91
16677,97
25186,84
36138,82
3746,100
14938,99
69168,86
39885,75
72655,91
43853,75
6396,87
26669,91
22206,90
17523,93
54806,89
68872,98
33041,57
25135,98
79679,74
36070,95
39160,89
3733,82
67006,100
57966,100
39233,81
35138,100
21442,98
50381,75
46616,100
57666,70
20608,65
50930,95
33956,75
22684,75
15689,100
63545,78
62040,90
53476,93
66572,81
60956,62
34220,81
26743,99
36220,91
52645,83
14373,95
5141,100
72808,84
65390,95
22836,59
22501,88
9121,92
49565,93
69895,100
45811,81
66438,98
48302,100
75551,83
195,90
66960,94
69071,100
9596,66
56851,68
37092,100
44251,73
36243,81
65735,96
2206,100
31425,85
34540,70
79547,100
1906,98
73327,82
22149,100
79206,99
22352,100
69042,76
25855,94
61250,68
74005,96
61014,89
67694,92
76810,58
59214,70
17898,73
63814,71
75655,93
74105,100
28689,100
16175,86
916,51
18592,86
33148,93
14846,97
23485,100
25309,100
42270,60
4536,100
70928,74
46516,92
17711,100
41652,99
26975,76
26742,98
51902,94
6788,100
14385,100
9347,100
67606,92
42712,100
29220,85
32375,98
13068,99
17020,100
6876,65
22963,90
2589,88
45278,96
64323,75
65205,90
72849,98
51943,85
55351,84
38870,96
798,67
72272,100
40168,94
49555,93
73072,98
40699,85
68454,73
72450,98
43184,100
70321,99
63483,98
2032,100
26549,89
59938,86
48016,76
9956,73
7846,95
28017,86
25144,98
60463,99
27747,98
44503,91
28671,90
21041,100
20012,71
23850,95
54399,94
58308,99
16186,100
45808,100
8467,70
20216,100
1752,100
27400,63
61072,95
76113,84
73216,77
24482,100
42258,70
48874,100
57763,97
46402,93
19243,96
62121,97
54161,100
3096,100
73528,80
17874,100
63223,80
44744,100
20489,92
68991,55
43310,77
13783,90
75880,90
38755,97
51829,79
22438,94
15765,100
68514,100
67564,82
52814,99
26591,100
40985,91
46890,63
73105,90
61728,78
12587,73
14823,97
41663,95
69768,88
3894,97
24185,82
31475,75
24893,72
1734,98
57236,91
13128,76
36164,98
76025,78
76408,100
33083,94
23251,100
48504,78
63449,78
37697,96
79197,70
47019,94
59248,75
46260,66
29932,96
63830,95
2406,99
7555,84
56359,100
53085,100
21860,86
13061,99
58749,100
9911,100
28843,100
33607,87
18376,92
34851,99
35456,100
49388,100
54679,69
57114,94
10753,100
9509,94
999,99
14130,80
38845,86
32938,100
70294,92
22255,86
17337,70
54740,68
70125,100
38679,98
22053,100
49093,100
23820,94
69005,92
54555,99
3888,98
17264,100
6925,100
69100,96
33449,91
59798,95
1148,98
65135,78
23302,100
11708,100
65644,71
13976,100
73656,93
66020,95
71577,100
24891,86
61904,98
29345,77
62990,68
9568,99
42105,73
6308,94
51392,69
20134,96
3668,92
39621,100
4516,86
2693,97
44563,69
73311,100
64743,84
37506,87
11228,91
64551,80
74602,95
69873,100
41354,99
56287,97
72282,86
9694,96
26448,100
16205,90
74108,98
22521,99
31153,91
28884,95
40050,100
64417,86
42638,89
54001,100
52382,77
6050,91
65485,100
30592,100
46698,84
49935,78
47351,70
1456,100
22497,81
49835,84
42007,85
52616,87
17142,78
16616,90
30532,100
68042,87
5181,100
61302,100
7361,95
5656,100
49261,80
39720,75
20393,53
23589,73
23323,77
78412,97
55108,92
69838,95
25446,98
76752,100
11001,99
1891,71
41196,83
40976,100
33991,91
21345,100
44527,91
70517,73
16738,61
31210,83
3737,99
55402,93
50015,82
18368,89
54252,98
10471,100
73211,93
39798,91
9808,100
60474,100
4275,82
25965,100
13180,100
47421,89
26393,96
24814,89
32869,100
50746,100
33855,99
60220,99
54967,100
31430,87
37768,81
51652,87
1620,80
72280,87
51589,94
14036,93
78616,96
24863,99
16277,99
48970,95
77760,53
66486,71
7596,92
47268,88
21700,71
62013,100
51690,65
66073,97
65691,100
49921,100
5533,77
47794,82
42714,100
29401,73
39258,95
51848,94
69477,83
27573,85
2197,62
61141,94
56673,83
70193,97
18937,100
26909,100
2837,91
50672,79
2671,87
55624,65
39279,95
44937,100
60776,79
29676,98
67662,90
62304,80
11516,97
11215,100
45277,95
5193,93
61358,57
67647,90
24560,100
78247,97
26673,95
15144,64
65649,69
56205,96
74018,100
38922,50
39293,96
68419,100
54887,97
44122,100
47414,92
53087,65
26776,100
28623,90
11896,100
29113,94
38112,97
51722,82
10668,100
49477,99
19543,100
37876,100
77884,72
75212,100
73377,84
50903,77
40197,72
7039,84
58719,98
67372,88
48434,97
71994,100
24124,100
77823,100
36792,80
6988,85
56682,80
46137,87
17536,81
7833,94
58892,100
11027,91
64093,100
27462,100
72300,59
46203,97
36505,80
4400,100
77651,82
37922,96
47370,97
15690,100
73042,100
53017,84
41830,56
24847,100
1807,100
77571,98
8778,94
70327,99
60511,73
34199,98
2986,73
12333,100
41311,100
43007,80
15508,95
45321,92
76132,75
66048,99
28675,74
57339,96
59042,96
18298,87
26238,83
29238,79
57654,82
10006,86
51116,86
50359,69
79217,96
24730,99
60631,91
11979,100
26041,100
34193,100
30324,53
1493,100
63795,91
20390,74
74809,80
832,91
59339,100
14987,100
61167,98
63701,97
41217,100
12778,83
863,100
11140,93
66929,99
9667,100
8550,100
37121,66
6365,91
30039,88
6533,100
48415,97
5875,100
53575,77
14814,98
45558,99
51445,96
46387,92
41132,91
2199,92
14762,84
3694,62
38895,99
26034,84
48013,100
62010,93
25586,76
27336,96
11709,97
43,96
40301,100
41525,94
6511,94
14861,76
62929,92
72179,76
71400,68
78767,75
54136,75
2857,80
16475,98
16992,81
22416,95
43068,84
17934,100
75595,100
46544,64
11823,87
49014,100
53035,100
45134,94
63569,100
31858,100
11994,86
6496,68
57099,82
63894,100
43100,97
49385,90
24156,97
4898,86
23474,99
79658,96
21029,82
847,97
35117,86
54039,66
14240,100
14996,63
34588,70
70058,72
79373,80
40265,72
78130,94
28882,87
5179,98
45813,80
18096,88
21904,100
77366,98
2479,80
19974,100
51957,100
76377,94
33348,100
6584,93
53444,96
19152,99
58420,63
78656,91
65559,100
23912,86
63566,65
54777,100
57105,66
75403,94
63807,100
70814,100
1744,67
67562,90
24718,60
11392,74
63315,99
34396,100
26337,84
14549,93
58829,83
18020,86
7161,99
16455,78
77092,95
55169,77
79760,100
26010,93
52668,100
72466,100
51546,83
32579,100
72325,90
19617,69
20721,70
44699,100
4699,100
28580,98
1171,70
5842,97
59782,93
20342,91
66746,85
55217,73
23081,100
60755,92
34898,66
34620,66
6922,92
19591,88
21887,86
6420,90
32251,95
45167,84
28918,100
67520,98
14475,95
28441,100
45524,97
76406,97
29146,94
30613,99
49458,85
19130,78
20446,96
57541,100
25628,100
56521,93
68527,97
32219,78
76734,100
26681,100
37679,100
30673,92
41113,75
1323,97
76652,76
3004,97
6096,73
36941,100
69428,100
27693,71
6689,100
55887,75
7767,98
42112,65
78211,71
8736,100
72274,80
55952,100
33135,99
20517,65
11359,97
8002,95
372,85
75543,99
22879,100
78295,94
71818,100
7779,100
21720,99
52388,95
68796,93
74281,100
63301,86
67966,98
29829,100
15563,81
53848,69
33195,94
13988,62
1464,82
65880,94
41756,74
38346,90
47539,87
47780,100
22901,99
40628,85
4636,97
24775,97
75749,77
26368,78
49758,100
8204,85
15409,94
56008,65
23072,88
66898,93
52827,97
42457,97
50348,77
23007,87
47546,100
3976,94
48118,97
36704,91
18770,100
64996,95
13219,100
14082,90
6836,71
15503,54
23577,89
9301,100
3591,97
29095,74
29486,83
18486,87
4319,100
6030,100
63854,94
76746,66
29285,100
30238,85
40710,96
3226,86
65077,97
20786,73
74232,100
11963,93
38897,97
76009,93
5265,100
6622,100
61012,90
17777,100
13574,98
14703,84
49010,82
34256,79
62220,88
7136,100
33912,86
64915,100
33731,84
58472,94
76045,96
33740,87
68802,84
55779,81
41088,77
66151,79
47138,91
1609,100
43696,95
12084,63
29423,98
54964,100
35915,65
14159,84
38536,85
15599,100
40089,77
68489,100
34099,85
52945,96
59968,100
76352,99
53459,93
34480,87
61971,100
12147,89
48168,100
18015,98
77915,80
40751,100
7914,86
53131,93
64629,100
32080,100
25707,97
57000,84
47899,87
64279,92
55436,65
23,100
34768,87
69166,80
12207,80
42006,95
72155,86
6953,96
77701,96
76170,67
76946,91
26497,100
25199,94
59163,85
15894,64
3030,100
28822,83
55136,98
67793,98
40135,99
16128,76
61544,100
78559,79
27065,86
24218,86
2995,94
69243,100
48387,89
2655,96
3632,92
48186,90
67945,92
60443,95
49176,100
40409,84
64196,100
15239,100
9066,88
1554,100
55448,100
12468,84
24236,76
53746,100
75313,84
50890,81
61488,73
41550,89
38240,85
13713,96
61107,100
11657,80
53219,96
10476,90
5061,72
28764,97
52778,72
54346,86
7095,100
58110,100
9198,95
68168,86
30886,96
5929,90
71289,100
13249,75
32719,94
38009,100
2095,86
27723,100
3465,72
61628,93
34874,98
62659,99
10357,79
23743,100
2365,83
15231,72
5222,96
2775,98
13338,96
11678,100
79941,67
11330,99
55050,100
53752,100
28379,67
4300,82
7675,100
48835,98
61888,89
57324,98
37460,100
24089,100
58766,90
20059,100
20852,97
37008,91
68697,100
71372,100
3467,98
3476,92
43850,100
72799,76
27266,94
72920,70
15740,91
32346,94
17042,76
24931,72
14423,87
72387,100
31973,96
40633,81
5748,97
27827,79
29850,95
46756,63
8207,96
17011,94
65685,100
56732,100
58876,87
43054,91
48110,52
14196,81
34552,96
2983,82
56015,79
1070,78
2934,100
16814,100
16438,84
59435,74
74663,81
27116,100
48907,64
70659,99
26174,98
67624,100
79037,97
73269,74
22243,88
33504,100
35764,100
2366,97
65441,63
36469,94
12300,100
63093,78
14465,100
23786,85
76971,90
40662,100
161,79
15493,98
77844,100
15711,83
44751,91
2593,100
74915,100
25478,68
38671,97
17755,92
18211,96
46196,100
12737,82
53787,100
39394,87
56618,93
25848,100
19772,58
52271,96
7468,88
61393,78
76145,78
49169,100
64384,88
39013,87
59183,82
52141,94
60853,100
9503,100
56865,93
48759,91
30844,84
25476,94
79543,100
4605,77
69304,94
11293,80
74292,72
6612,85
25741,97
4841,81
57417,100
14500,69
4015,62
17558,100
33986,96
13280,52
75155,100
11842,96
72671,71
28761,83
73011,100
57843,95
46749,56
36757,97
48524,91
21757,87
55856,100
47970,88
28247,92
7777,93
65220,100
72643,100
31222,91
17319,100
32989,98
63074,96
78028,96
53350,77
7707,90
66301,63
59620,90
34036,58
27325,98
28087,83
37361,100
43935,92
75136,100
4767,100
65396,94
39222,100
55103,97
6158,64
13749,98
60816,86
18503,100
737,93
40281,61
42806,95
41867,78
70930,78
43990,94
18842,88
9711,91
57797,100
16322,65
21047,100
15215,79
5758,99
72977,93
75325,98
74356,70
41474,90
27123,100
50093,92
42654,90
17321,99
52963,85
35048,100
10489,69
58797,95
33419,99
65629,84
74813,89
34977,77
27163,100
31379,95
52691,96
6872,89
36702,90
20855,74
71131,58
6750,100
82,53
4915,99
73189,87
63583,96
58822,73
48406,95
37940,59
70166,91
62556,87
76883,96
78688,84
6869,76
44263,97
33597,94
45847,82
19828,100
48967,86
65287,100
14104,100
56437,82
55592,87
68914,95
63977,89
56274,99
56363,84
66157,93
49734,63
76338,97
44152,70
35254,97
56896,81
58849,83
30684,97
70308,98
70897,84
38409,80
29103,98
26087,98
35666,99
49516,69
79086,83
79769,68
26711,74
46049,100
27630,89
21459,94
35875,100
73871,81
59803,95
1727,96
36700,73
35300,100
66784,83
71995,100
65490,99
59157,93
44967,88
40431,100
25070,97
64010,100
59877,100
19768,100
20253,100
30892,98
68119,96
65138,92
50948,95
23719,95
47238,77
44293,99
10013,99
20627,69
57394,98
79083,91
45405,65
901,94
17331,95
56293,100
10963,100
44740,100
15527,94
37828,94
41332,82
7997,97
42521,84
59847,99
70320,90
17771,100
35100,98
23019,100
67946,99
72556,100
72055,100
57113,100
39844,96
49911,73
17267,80
71958,100
33431,83
66487,100
70467,90
73314,75
23162,68
21423,66
64448,49
56283,71
4138,89
53432,97
1244,100
6423,98
40209,70
23745,82
4502,100
33707,80
31032,87
110,95
66559,97
41314,96
4178,98
67193,78
9296,96
54892,79
43967,68
27786,61
29043,86
12323,79
7682,84
23653,80
21332,100
45095,65
13872,89
10055,96
33631,82
75298,84
15241,98
71740,100
21779,100
4792,82
22892,69
49767,97
61025,78
21645,100
50087,89
2322,72
74790,64
24745,87
13093,93
62826,100
73893,72
63263,89
24277,100
42577,100
79138,99
34294,76
59663,80
46361,93
75552,73
14299,84
72362,71
39732,69
42103,100
77426,100
78428,96
24215,100
57331,81
35482,76
52013,98
3859,85
14803,90
66811,86
19282,100
34033,100
62816,84
73566,97
48285,94
49828,100
76989,98
23223,73
67269,81
75068,75
52772,71
30776,62
40497,57
22033,89
3501,100
9086,99
43780,65
69360,100
58386,97
5409,96
56439,100
35350,93
35948,100
70159,97
26806,63
37851,89
47340,100
43379,99
2425,100
39458,93
70122,84
20599,100
57848,99
39000,90
45192,91
17219,97
10144,82
23397,71
4408,79
78210,61
51394,100
66010,96
52744,74
77229,100
35908,55
34705,100
79980,85
59098,77
18879,100
72397,80
47101,100
39998,100
60291,99
43205,85
18261,100
59839,73
36241,87
44468,99
39084,100
54820,100
75792,99
79376,88
70364,68
41578,100
56460,93
10898,99
16375,98
74891,96
64630,93
58596,70
78713,91
65062,100
18097,81
30226,100
45708,97
27490,91
11163,62
14257,99
48282,99
56433,89
32182,66
59664,100
46127,93
10051,100
40770,71
64627,52
14407,83
66122,94
75195,59
13419,100
12090,98
14796,81
21049,100
11660,97
71476,93
34127,100
16138,81
55961,88
28957,96
43288,100
14024,62
34478,100
74016,90
58949,99
55349,91
22576,92
30121,80
2469,87
23799,97
59972,66
77303,100
73617,79
14134,67
43164,100
64821,94
32223,92
19840,79
20158,97
51127,76
10104,93
57050,68
53753,97
24315,100
56930,96
26705,57
38740,100
30724,89
46874,88
48265,74
48827,100
71829,100
64027,94
77116,100
38519,100
4491,78
15804,78
5119,83
7462,72
7977,97
9878,74
74183,87
27917,100
71086,80
62440,100
66356,100
24139,89
76043,90
5640,98
32679,83
28408,99
38714,100
18344,76
48637,86
4067,100
64810,81
39173,93
9961,74
36302,93
29222,69
60757,100
19681,68
18608,72
46830,100
4730,100
26727,100
3205,100
29699,100
1958,96
2720,97
9176,72
73321,100
69237,90
62415,83
20218,85
72784,98
56711,91
10862,83
16831,82
79484,100
1340,99
45785,90
75775,98
23791,72
55067,83
62233,96
70199,90
37067,79
67394,98
56686,100
69367,80
39398,84
37555,100
19730,99
72124,96
55170,98
44883,72
55192,99
42975,80
50520,75
50526,80
40703,90
24780,94
79006,70
50134,97
1210,98
62893,77
5733,78
1896,71
41458,72
71155,100
67609,100
44640,89
4518,87
27324,86
7177,86
8589,87
50212,96
51901,96
71255,74
3809,57
47000,79
49581,75
13820,90
52922,99
23199,97
30195,88
67439,86
11721,77
8191,99
57225,60
55477,66
75968,80
25109,86
58229,86
27674,69
35658,89
56050,91
69995,84
34592,100
32312,100
51931,63
40267,100
31742,98
17308,97
33735,84
78023,100
19871,98
28510,100
39716,91
66127,80
14580,87
37002,98
1533,78
35016,100
64994,62
44514,82
41495,85
53158,100
17436,88
52157,71
7146,94
53091,100
40784,100
78736,77
1356,100
25367,100
67495,76
26206,98
19233,79
46657,87
75879,96
17230,100
38609,100
38397,97
76454,94
41105,91
45496,88
69647,87
25619,94
66226,100
13655,98
64905,96
18472,80
4651,87
51568,81
66262,71
42810,99
29191,95
60938,100
72138,95
11055,97
34948,84
40736,89
45298,89
68972,100
52474,99
40809,89
40932,89
70465,68
47926,87
69478,100
18555,100
64550,88
35901,92
64203,97
72991,82
21552,100
19359,78
23333,77
14692,68
17314,79
79374,93
39164,100
12625,75
22806,99
59496,88
35360,97
23388,61
35955,76
65209,97
25366,83
25035,92
73282,100
67233,98
21626,94
4477,88
6383,92
47107,69
36852,80
14411,88
51701,93
1974,99
65388,96
33867,85
30987,97
8093,92
9569,98
70029,55
5590,55
48769,83
35427,96
77597,83
27878,94
11613,99
32147,87
73404,96
45313,73
50949,81
76882,96
70596,97
64578,93
7629,100
7453,79
69791,100
58062,87
35688,81
33845,83
8495,99
10453,93
2268,100
1929,98
40636,71
16185,70
38839,96
7236,96
61858,100
29619,99
31651,86
45924,96
15406,100
70150,88
15608,79
30159,94
56929,95
8510,79
1688,97
38736,92
32215,95
4903,88
44545,95
14216,78
32167,100
49441,100
79427,88
41797,81
58052,100
17296,92
11176,98
17879,93
18926,67
77440,89
7280,64
79752,84
60300,80
17550,100
40066,77
35035,100
74042,83
27766,85
835,91
21797,71
40926,83
68832,79
24229,84
9988,79
60924,100
53249,100
65415,61
73680,70
27859,98
7762,94
66523,96
15680,58
67103,100
53876,97
3053,94
67619,100
27160,100
37370,93
16761,98
62360,98
40817,96
24097,95
67206,79
25077,100
49007,100
35891,100
50382,100
12790,100
27013,97
19406,97
73556,96
29875,96
35452,99
50138,96
22716,95
4091,100
60050,100
30847,84
6862,97
43715,100
75959,92
44602,86
38386,71
70515,98
26905,100
3702,63
59990,100
19217,69
42927,87
5647,95
17205,78
45883,86
39967,100
8554,74
73083,100
58428,98
60568,80
55133,96
71892,99
59287,100
49551,86
11475,64
42848,82
20727,70
53592,100
12753,100
69508,99
11035,100
16653,88
56613,100
2313,96
62451,97
25143,100
30179,93
33802,63
69020,47
63143,100
42487,90
50682,79
46709,83
8851,100
2645,100
19076,100
50319,62
29001,88
51501,71
5725,95
26715,98
37359,100
29394,71
45931,100
32160,84
65477,100
44347,88
27981,84
51952,100
43638,100
20857,100
49622,86
78223,100
16285,95
78860,100
19650,95
56375,69
76247,78
39130,78
16994,95
74889,100
72419,97
39342,81
32568,71
64118,85
30141,86
49841,96
22065,75
11967,93
19946,81
10831,78
20048,91
21085,93
6795,96
60091,100
5230,62
46092,87
57428,87
18140,82
29635,76
63785,100
68249,80
23442,95
29044,85
49159,100
24042,100
25906,100
35201,95
30093,88
61937,96
1978,80
53373,80
22245,100
62875,94
34398,91
67443,99
56881,80
55176,66
33427,93
64744,86
6094,66
51063,90
3371,91
52378,100
56522,99
69486,100
76968,88
745,99
54133,57
294,90
53817,91
6870,95
70080,100
41671,93
12606,83
62176,68
9843,83
26039,90
21053,72
55717,86
44249,89
54100,94
74501,100
12904,99
64897,50
30264,100
22490,68
11171,100
58483,100
4403,97
21569,86
35376,100
20233,90
79077,92
47483,67
49770,88
34026,100
52950,97
32707,98
57046,94
29533,100
75688,92
75267,94
18381,92
63242,86
1014,96
47180,100
3677,93
23218,100
65211,97
45411,91
75934,87
61029,100
7631,89
24840,95
2223,69
43371,89
42821,77
35928,61
900,95
47625,96
44914,90
18158,100
38678,100
74265,91
44124,100
39709,100
43440,94
37417,100
72153,100
52575,80
78038,92
16524,56
27342,78
61631,74
67880,81
1453,89
28093,100
22970,96
19535,100
46897,76
5325,80
4231,73
15591,75
5416,90
37462,100
44361,81
4625,84
3552,84
50061,85
77771,85
13908,77
7795,94
18640,81
24987,100
12866,100
4962,80
6912,98
54587,83
64876,74
54457,86
53421,100
1120,80
31018,100
1642,100
47568,89
66037,97
61865,98
64824,67
23580,100
12286,89
24267,73
35572,100
25553,84
54000,95
61225,84
15426,79
14704,93
139,100
1494,99
66368,98
16179,100
33022,100
24778,62
60848,95
23794,93
23523,100
56077,89
19251,100
52105,80
2485,100
49958,77
13095,100
52987,96
8298,65
65890,62
62172,76
46439,100
69059,86
63912,100
29137,81
55450,90
71459,80
26489,95
49558,100
78803,86
79069,85
79528,89
75318,100
35446,89
43526,95
25042,89
57026,100
28581,86
16230,69
42676,98
16145,74
20495,91
31330,100
52286,79
31419,90
47455,91
1547,100
1478,100
70401,100
18305,97
33069,84
26656,80
5381,91
31605,86
72699,65
68303,72
67185,98
36370,72
73317,93
2288,92
64746,89
2988,64
61629,100
75251,90
1988,86
10639,70
55383,100
67465,97
40539,92
57091,75
24087,100
38804,100
40166,99
79834,92
64558,100
46341,90
31832,84
48250,68
55237,84
76194,100
25151,100
26762,80
10806,99
34152,96
4874,100
46349,100
10368,88
40237,89
25491,100
7743,88
34339,96
4851,100
21001,70
27216,93
5687,92
29257,96
65174,86
10649,89
32136,100
10209,100
31248,100
5089,85
58157,100
26865,95
67085,100
21092,93
66883,100
6025,65
51204,96
13196,100
72127,94
67104,92
53738,81
74999,98
68445,100
76878,100
2235,68
21962,100
11999,100
60818,100
56072,100
21426,96
27087,97
39714,100
53883,83
60875,96
16982,83
48731,86
52976,95
7404,100
33282,63
69343,100
61078,75
19776,89
33760,73
49379,99
63509,95
22894,71
33967,93
42689,94
39212,68
25209,63
58130,97
34619,93
72622,99
40924,100
39420,99
41538,95
49996,96
61738,85
65561,89
9190,74
54294,97
47206,100
37411,96
36153,89
64320,100
75377,99
32052,82
25739,90
64159,98
49860,89
66772,69
41656,100
27223,100
45562,95
72903,76
64127,81
56947,100
10519,97
8318,95
5001,99
73170,79
2088,86
55453,100
40944,64
42513,96
66992,99
55095,93
59442,77
65328,94
34791,70
30469,100
62822,83
9732,90
77559,79
52424,76
38059,90
18847,98
5161,87
39491,92
46490,99
59170,83
8659,100
59000,99
70136,98
29180,100
2492,98
47444,100
70494,82
37339,83
1487,93
48726,100
25975,56
59662,100
24262,99
29900,100
76872,84
35790,82
65632,100
60772,83
55288,56
29918,95
43721,91
63762,96
9774,96
186,72
15018,100
8095,71
56984,100
75856,89
35839,100
69372,100
5556,90
50264,76
1274,88
56636,100
37326,87
66635,84
23543,87
25023,100
13377,100
35628,94
40078,94
31295,97
28844,88
42608,100
306,93
43601,100
34153,77
36247,77
56298,100
18289,92
53196,100
79212,100
76249,74
47971,96
59209,98
53193,100
7028,75
27765,98
43353,61
72338,85
16928,93
49693,95
3935,100
56107,100
3343,74
21077,100
72256,79
66161,99
10360,99
31285,100
15105,100
32800,100
52023,100
79823,100
7415,89
66454,78
42781,100
57602,71
10842,74
62957,100
54083,75
20530,100
17515,61
1122,97
44115,100
76508,92
69806,97
30736,93
47688,100
62044,100
9938,100
77644,96
57131,88
75726,83
44892,94
35681,100
6715,84
69577,72
10636,100
34175,75
33150,70
18769,97
14066,100
66252,95
29275,57
65460,61
3449,100
46545,58
37800,87
75029,84
43167,78
74314,91
19826,98
28669,67
3223,88
63906,100
2674,78
37785,100
78861,100
54759,89
40416,100
7205,91
35693,100
12599,72
58295,100
79595,76
18782,98
55416,96
56249,79
74693,72
54636,90
30706,72
23842,100
36094,74
63192,100
16785,80
27972,74
21735,95
68674,94
13433,79
71811,97
56750,85
65899,91
26354,80
3496,93
67825,91
8944,91
38408,77
38966,95
68169,92
23713,75
54503,100
39847,100
72363,74
50872,88
